,artno,country,url,headline,risk_scale,risk2,risk_explicit,risk_consensus,risk_precision,cancer_type,researchrelated
,1711,us,https://www.medicalnewstoday.com/articles/325295.php,"Acrylamide in coffee: Is it harmful, and does it cause cancer?",7,6,acrylamide in coffee,coffee,,general,0
,1712,us,https://arstechnica.com/science/2018/08/after-coffee-brewhaha-ca-fears-cancer-warnings-have-gone-seriously-wrong/,"After coffee brewhaha, CA fears cancer warnings have “gone seriously wrong”",5,5,coffee,coffee,,general,0
,1713,us,https://www.healthline.com/health-news/what-to-know-about-warning-on-breast-implants,"After Rise of Rare Cancer, FDA Wants Warning on Breast Implants",9,8,breast implants,textured breast implants,,general,0
,1714,us,https://www.cbsnews.com/news/cell-tower-shut-down-some-california-parents-link-to-several-cases-of-childhood-cancer/,"After several childhood cancer cases at one school, parents question radiation from cell tower",7,6,radiation from cell tower,radiation from cell tower,children,general,1
,1715,us,https://nypost.com/2019/11/13/air-pollution-from-traffic-linked-to-brain-cancer-for-first-time-study/,Air pollution from traffic linked to brain cancer for first time: study,9,8,air pollution,air pollution,,brain cancer,1
,1716,us,https://www.reuters.com/article/us-health-livercancer-air-pollution/air-pollution-tied-to-survival-odds-for-liver-cancer-patients-idUSKBN19C1WN,Air pollution tied to survival odds for liver cancer patients,9,8,air pollution,air pollution,,liver cancer,1
,1717,us,https://www.foxnews.com/health/pfas-contaminated-water-linked-cancer,"Alabama woman claims water tainted by PFAS from 3M factory caused cancer, health issues",8,7,water tainted by PFAS,contaminated US' water,,general,0
,1720,us,https://www.businessinsider.com/r-how-alcohol-damages-stem-cell-dna-and-increases-cancer-risk-2018-1?r=US&IR=T,"Alcohol can damage your DNA and increase cancer risk, according to new research",9,8,alcohol,alcohol,,general,1
,1721,us,https://www.medicalnewstoday.com/articles/322172.php#1,"Alcohol, mortality, and cancer risk: Is moderation key?",7,6,alcohol,alcohol,,general,1
,1722,us,https://www.bloomberg.com/news/articles/2019-07-24/allergan-to-stop-selling-some-breast-implants-after-cancer-tie,Allergan to Stop Selling Some Breast Implants After Cancer Tie,9,8,breast implants,textured breast implants,,general,0
,1723,us,https://www.nbcnews.com/health/womens-health/fda-request-recall-allergan-textured-breast-implants-linked-cancer-n1033481,Allergan breast implants linked to cancer recalled after FDA request,9,8,breast implants,textured breast implants,,general,0
,1724,us,https://nypost.com/2019/07/24/allergan-inc-recalls-breast-implants-due-to-cancer-risk/,Allergan Inc. recalls breast implants due to cancer risk,9,8,breast implants,textured breast implants,,general,0
,1725,us,https://www.businessinsider.com/allergan-breast-implants-biocell-linked-cancer-2019-8?r=US&IR=T,Two women have filed a class-action lawsuit against a major breast implant maker after hundreds of Americans developed a rare cancer linked to implants,9,8,breast implant,textured breast implants,women,general,0
,1726,us,https://www.cbsnews.com/news/allergan-recall-textured-breast-implant-recipient-on-cancer-diagnosis-total-shock/,"Textured breast implant recipient on cancer diagnosis: It was ""total shock""",9,8,textured breast implant,textured breast implants,,general,0
,1727,us,https://www.businessinsider.com/allergan-recall-what-its-like-having-cancer-linked-breast-implants-2019-9?r=US&IR=T,Women share what it's like to have 'ticking time bomb' breast implants that have been linked to cancer,9,8,breast implants,textured breast implants,women,general,0
,1728,us,https://www.latimes.com/business/story/2019-07-24/allergan-breast-implant-recall-cancer,Allergan recalls textured breast implant tied to rare cancer,9,8,textured breast implant,textured breast implants,,general,0
,1729,us,https://www.foxnews.com/health/allergan-recalls-textured-breast-implants-link-rare-cancer,Allergan recalls textured breast implants over link to rare cancer,9,8,breast implants,textured breast implants,,general,0
,1730,us,https://nypost.com/2017/10/05/almost-half-of-cancer-diagnoses-are-linked-to-being-overweight-or-obese/,Almost half of cancer diagnoses are linked to being overweight or obese,9,8,overweight or obese,obesity,,general,1
,1731,us,https://www.cbsnews.com/news/another-blood-pressure-medication-recall-today-over-cancer-causing-ingredient-2019-01-23/,More blood pressure meds recalled over cancer-causing ingredient,9,8,blood pressure meds,contaminated heart drugs,,general,0
,1732,us,https://www.webmd.com/cancer/news/20170315/another-obesity-downside-higher-esophageal-cancer-risk#1,Another Obesity Downside: Esophageal Cancer Risk,9,8,obesity,obesity,,esophageal cancer,1
,1733,us,https://fortune.com/2018/11/01/fda-recall-blood-pressure-drug-irbesartan-cancer-risk/,Another Popular Blood Pressure Drug Has Been Recalled by the FDA Over Potential Cancer Risk,8,7,popular blood pressure drug,contaminated heart drugs,,general,0
,1734,us,https://www.usnews.com/news/health-news/articles/2019-11-05/another-weight-loss-surgery-benefit-lower-breast-cancer-risk,Another Weight-Loss Surgery Benefit: Lower Breast Cancer Risk,2,2,weight-loss surgery,weight loss surgery,,breast cancer,1
,1735,us,https://www.medicalnewstoday.com/articles/326113.php#1,Antibiotics and bowel cancer: Study finds link,9,8,antibiotics,antibiotics overuse,,bowel cancer,1
,1736,us,https://www.medicalnewstoday.com/articles/316734.php#1,Antibiotics may increase the risk of bowel cancer,8,7,antibiotics,antibiotics overuse,,bowel cancer,1
,1737,us,https://www.healthline.com/health-news/skin-cancer-danger-remember-to-cover-ears-lips-and-eyes-from-the-sun,Applying Sunscreen to Prevent Skin Cancer on Your Face,2,2,sunscreen,sunscreen,,skin cancer,1
,1738,us,https://www.foxnews.com/transcript/are-apple-airpods-putting-you-at-risk-for-cancer,Are Apple AirPods putting you at risk for cancer?,7,6,AirPods,wireless headphones,,general,0
,1739,us,https://www.theatlantic.com/health/archive/2017/07/are-gel-manicures-going-to-give-me-skin-cancer/532605/,Are Gel Manicures Going to Give Me Skin Cancer?,7,6,gel manicures,UV lamps for gel manicures,,general,1
,1740,us,https://www.webmd.com/heartburn-gerd/news/20171031/are-some-heartburn-meds-tied-to-stomach-cancer#1,Are Some Heartburn Meds Tied to Stomach Cancer?,7,6,heartburn meds,PPI drugs,,stomach cancer,1
,1742,us,https://www.nytimes.com/2017/10/24/well/live/arsenic-reductions-in-drinking-water-tied-to-fewer-cancer-deaths.html,Arsenic Reductions in Drinking Water Tied to Fewer Cancer Deaths,2,2,avoiding arsenic,avoiding arsenic,,general,0
,1743,us,https://edition.cnn.com/2017/04/28/health/arsenic-water-pollution-cancer-india/index.html,Arsenic-polluted water linked to cancer in India,9,8,arsenic-polluted water,arsenic,,general,1
,1743,us,https://edition.cnn.com/2017/04/28/health/arsenic-water-pollution-cancer-india/index.html,Arsenic-polluted water linked to cancer in India,9,8,water in India,contaminated India's water,,general,1
,1744,us,https://www.medicalnewstoday.com/articles/321237.php#1,Arthritis supplement may drive skin cancer,8,7,arthritis supplement,chondroitin sulfate,,skin cancer,1
,1745,us,https://www.washingtonpost.com/national/health-science/as-more-women-turn-to-genetic-testing-for-breast-cancer-understanding-risk-is-key/2018/06/22/aabe4944-4ee9-11e8-b725-92c89fe3ca4c_story.html,"As more women turn to genetic testing for breast cancer, understanding risk is key",9,8,genetic,genetic variants and mutations,women,breast cancer,1
,1746,us,https://www.nbcnews.com/news/asian-america/asian-women-who-immigrate-u-s-may-have-higher-breast-n973681,"Asian women who immigrate to U.S. may have higher breast cancer risk, research finds",8,7,immigrate to U.S.,immigration to US,women,general,1
,1747,us,https://www.healthline.com/health/breast-cancer/asparagus-breast-cancer,Asparagus and Breast Cancer: Does Asparagus Help Fight or Spread It?,"4,7",#VALUE!,asparagus,asparagus,,breast cancer,1
,1748,us,https://www.latimes.com/food/sns-dailymeal-1870395-healthy-eating-asparagus-cancer-misunderstanding-020818-20180208-story.html,"Asparagus will not give you cancer, scientists plead after massive misunderstanding",5,5,asparagus,asparagus,,general,1
,1749,us,https://fortune.com/2018/10/04/aspirin-ovarian-cancer/,"An Old, Over-the-Counter Drug May Help Prevent Ovarian Cancer. How Old? Try 2,000 Years",3,3,old drug,aspirin,,ovarian cancer,1
,1750,us,https://www.usnews.com/news/health-news/articles/2019-02-11/aspirin-can-help-prevent-colon-cancer-but-many-at-risk-dont-take-it,"Aspirin Can Help Prevent Colon Cancer, But Many at Risk Don't Take It",3,3,aspirin,aspirin,,colon cancer,0
,1751,us,https://www.medicalnewstoday.com/articles/317868.php#1,Aspirin may cut breast cancer risk for women with diabetes,3,3,aspirin,aspirin,women,breast cancer,1
,1752,us,https://www.medicalnewstoday.com/articles/323297.php#1,Aspirin may reduce liver cancer risk,3,3,aspirin,aspirin,,liver cancer,1
,1753,us,https://www.medicalnewstoday.com/articles/319917.php#1,Aspirin slashes risk of gastrointestinal cancer,2,2,aspirin,aspirin,,gastrointestinal cancer,1
,1754,us,https://www.reuters.com/article/us-bayer-glyphostate-lawsuit-australia/australian-gardener-sues-bayers-monsanto-over-cancer-link-idUSKCN1T5186,Australian gardener sues Bayer's Monsanto over cancer link,8,7,Bayer's Monsanto,glyphosate from Roundup,,general,0
,1757,us,https://www.webmd.com/breast-cancer/news/20170302/bad-diet-in-youth-might-raise-risk-of-early-breast-cancer#1,Bad Diet in Youth May Up Early Breast Cancer Risk,8,7,bad diet,processed foods,,breast cancer,1
,1758,us,https://www.washingtonpost.com/national/health-science/smoked-grilled-and-barbecued-meats-pose-a-risk-if-you-have-breast-cancer/2017/01/20/e8ed52e2-de87-11e6-918c-99ede3c8cafa_story.html,Barbecued and smoked meat tied to risk of death from breast cancer,9,8,barbecued and smoked meat,burning or grilling food,,breast cancer,1
,1759,us,https://fortune.com/2019/07/30/bayer-earnings-roundup-cancer-lawsuits/,Bayer Reports Even More Roundup-Related Cancer Lawsuits,8,7,Roundup,glyphosate from RoundUp,,general,0
,1760,us,https://markets.businessinsider.com/news/stocks/bayer-stock-rallies-judge-cuts-roundup-cancer-payout-25-million-2019-7-1028355427,Bayer is rallying after a judge slashed a payout over its cancer-linked Roundup weed killer by $55 million,9,8,Roundup weed killer,glyphosate from RoundUp,,general,0
,1761,us,https://www.cnbc.com/2019/05/13/bayer-loses-lawsuit-that-claims-weedkiller-roundup-causes-cancer.html,Bayer to pay $2 billion after losing suit that claims weedkiller Roundup causes cancer,9,8,weedkiller Roundup,glyphosate from RoundUp,,general,0
,1762,us,https://fortune.com/2019/08/09/bayer-settlement-roundup-cancer/,Bayer Wants to Settle All Roundup-Related Cancer Claims for $8 Billion,9,8,Roundup,glyphosate from RoundUp,,general,0
,1763,us,https://markets.businessinsider.com/news/stocks/bayer-plunges-after-jury-finds-its-roundup-weedkiller-caused-cancer-2019-3-1028044328,Bayer plunges after jury finds its Roundup weedkiller caused cancer,9,8,Roundup weedkiller,glyphosate from RoundUp,,general,0
,1764,us,https://www.reuters.com/article/us-bayer-glyphosate-lawsuit/bayer-roundup-cancer-trial-goes-to-jury-after-closing-arguments-idUSKBN1QT31G,Bayer Roundup cancer trial goes to jury after closing arguments,8,7,Roundup,glyphosate from Roundup,,general,0
,1765,us,https://www.bloomberg.com/news/articles/2018-10-22/bayer-loses-bid-to-wipe-out-first-roundup-cancer-verdict,Bayer Sags as Judge Finds Roundup Weed Killer Caused Cancer,9,8,Roundup weed killer,glyphosate from RoundUp,,general,0
,1766,us,https://www.wsj.com/articles/bayer-says-more-americans-are-alleging-weed-killers-cause-cancer-1536145735,Bayer Says More Americans Are Alleging Monsanto Weedkillers Cause Cancer,8,7,Monsanto weedkillers,glyphosate from Roundup,,general,0
,1767,us,https://www.ft.com/content/7d84097e-9ec0-11e8-85da-eeb7a9ce36e4,Bayer shares fall 10% after Roundup cancer ruling,9,8,Roundup,glyphosate from Roundup,,general,0
,1768,us,https://www.wsj.com/articles/bayer-shares-fall-after-legal-setback-on-roundup-weedkillers-11553077610,Bayer Shares Fall After Jury Finds Exposure to Roundup Helped Trigger Cancer,8,7,Roundup,glyphosate from Roundup,,general,0
,1769,us,https://nypost.com/2019/01/04/bayer-shares-jump-after-judges-ruling-on-roundup-cancer-claims/,Bayer shares jump after judge’s ruling on Roundup cancer claims,9,8,Roundup,glyphosate from RoundUp,,general,0
,1770,us,https://fortune.com/2019/03/20/bayer-shares-plummet-cancer-verdict/,Bayer Shares Plummet Upon Verdict That Roundup Caused Man's Cancer,9,8,Roundup,glyphosate from RoundUp,a person,general,0
,1771,us,https://www.reuters.com/article/us-bayer-glyphosate-lawsuit/bayer-shares-sag-after-us-jury-verdict-in-roundup-cancer-trial-idUSKCN1R917E,Bayer shares sag after U.S. jury verdict in Roundup cancer trial,9,8,Roundup,glyphosate from Roundup,,general,0
,1772,us,https://www.reuters.com/article/us-bayer-glyphosate-lawsuit/bayer-shares-slide-after-latest-roundup-cancer-ruling-idUSKCN1R02O3,Bayer shares slide after latest Roundup cancer ruling,9,8,Roundup,glyphosate from Roundup,,general,0
,1773,us,https://www.bloomberg.com/news/articles/2019-03-19/bayer-loses-first-phase-of-roundup-trial-now-to-face-liability,"Bayer Loses First Phase of Roundup Trial, Now Will Face Liability",9,8,Roundup,glyphosate from RoundUp,,general,0
,1774,us,https://www.wsj.com/articles/bayer-steps-up-legal-fight-over-weed-killer-blamed-for-cancer-1537322047,Bayer Steps Up Legal Fight Over Weed Killer Blamed for Cancer ,8,7,weed killer,glyphosate from Roundup,,general,0
,1776,us,https://www.washingtonpost.com/business/2019/03/20/bayer-stock-plummets-after-jury-finds-roundup-weedkillers-caused-mans-cancer/,Bayer stock plummets after jury finds Roundup weedkillers caused man’s cancer,9,8,Roundup weed killer,glyphosate from Roundup,,general,0
,1777,us,https://www.bloomberg.com/news/articles/2018-08-13/bayer-drops-after-monsanto-loses-verdict-in-roundup-cancer-trial,Bayer Takes the Hit After Monsanto Loses Roundup Cancer Trial,9,8,Roundup,glyphosate from RoundUp,,general,0
,1778,us,https://www.forbes.com/sites/brucelee/2017/10/10/weight-loss-can-reduce-your-cancer-risk-two-new-studies-show/#26674ea551db,"Being Overweight Increases Cancer Risk, Two New Studies Show",9,8,overweight,obesity,,general,1
,1779,us,https://www.nbcnews.com/health/womens-health/belly-fat-increases-risk-breast-cancer-despite-normal-bmi-study-n951246,"Belly fat increases risk of breast cancer despite normal BMI, study finds",9,8,belly fat,body shape,,breast cancer,1
,1780,us,https://www.medicalnewstoday.com/articles/319160.php#1,Belly fat protein may cause cancer,8,7,belly fat protein,FGF2,,general,1
,1781,us,https://www.reuters.com/article/us-health-fitness-cancer-risk-idUSKBN13Y1Y9,Better aerobic fitness may reduce men’s risk of cancer death,3,3,aerobic fitness,activity,men,general,1
,1783,us,https://www.businessinsider.com/birth-control-breast-cancer-risk-2017-12?r=US&IR=T,"Birth control pills may increases your risk of breast cancer, according to new research",8,7,birth control pills,HRT and contraception drugs,,breast cancer,1
